214,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214
106,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,175,-1,-1,186,133,133,171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106
106,-1,-1,-1,-1,226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,186,133,133,133,133,171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106
84,133,133,133,133,85,144,171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,138,133,103
-1,-1,-1,-1,-1,-1,105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,214,-1,-1,-1,-1,-1,-1,149,158,-1,138,171,-1,-1,-1,-1,-1,-1,-1,138,133,103,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,186,133,133,171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,180,93,-1,-1,-1,-1,-1,-1,-1,89,133,103,-1,-1,-1,186,171,-1,-1,-1,120,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,6,7,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,6,7,7,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,180,180,155,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,124,155,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,6,7,7,7,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124,6,7,7,109,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,124,6,64,180,180,155,-1,-1,-1,-1,-1,-1,-1,124,180,180,6,7,7,7,7,64,180,155,-1,-1,-1,-1,-1,-1,-1,-1,124,6,7,7,7,64,155,-1,-1,-1,-1,-1,-1
-1,-1,-1,124,180,6,7,7,7,7,64,180,180,180,155,-1,-1,124,6,7,7,7,7,7,7,7,7,7,109,-1,-1,124,180,180,180,180,180,6,7,7,7,7,7,64,155,-1,-1,-1,-1,-1
-1,-1,-1,33,32,32,32,32,32,32,32,32,32,32,55,-1,-1,33,32,32,32,32,32,32,32,32,32,32,55,-1,-1,33,32,32,32,32,32,32,32,32,32,32,32,32,55,-1,-1,-1,-1,-1
